total_flow_packets,total_fw_packets,total_bw_packets,flow_duration,flow_down_up_ratio,flow_total_SYN_flag,flow_total_RST_flag,flow_total_PSH_flag,flow_total_ACK_flag,flow_total_URG_flag,flow_total_CWE_flag,flow_total_ECE_flag,flow_total_FIN_flag,flow_total_http_get_packets,flow_total_http_2xx_packets,flow_total_http_4xx_packets,flow_total_http_5xx_packets,flow_websocket_packts_per_second,fw_websocket_packts_per_second,bw_websocket_packts_per_second,flow_websocket_bytes_per_second,fw_websocket_bytes_per_second,bw_websocket_bytes_per_second,flow_total_websocket_ping_packets,flow_total_websocket_pong_packets,flow_total_websocket_close_packets,flow_total_websocket_data_messages,flow_total_ocpp16_heartbeat_packets,flow_total_ocpp16_resetHard_packets,flow_total_ocpp16_resetSoft_packets,flow_total_ocpp16_unlockconnector_packets,flow_total_ocpp16_starttransaction_packets,flow_total_ocpp16_remotestarttransaction_packets,flow_total_ocpp16_authorize_not_accepted_packets,flow_total_ocpp16_setchargingprofile_packets,flow_avg_ocpp16_setchargingprofile_limit,flow_max_ocpp16_setchargingprofile_limit,flow_min_ocpp16_setchargingprofile_limit,flow_avg_ocpp16_setchargingprofile_minchargingrate,flow_min_ocpp16_setchargingprofile_minchargingrate,flow_max_ocpp16_setchargingprofile_minchargingrate,flow_total_ocpp16_metervalues,flow_min_ocpp16_metervalues_soc,flow_max_ocpp16_metervalues_soc,flow_avg_ocpp16_metervalues_wh_diff,flow_max_ocpp16_metervalues_wh_diff,flow_min_ocpp16_metervalues_wh_diff,label
49,24,25,105856383.0,1.0416666666666667,0,0,25,49,0,0,0,0,0,0,0,0,2.3616903668435373e-07,1.1336113760848981e-07,1.2280789907586398e-07,3.86372544015e-05,4.8556353942e-06,3.37816190073e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
1731,956,775,119799071.0,0.8106694560669456,0,0,959,1731,0,0,0,0,0,0,0,0,8.0050704232e-06,3.9900142464e-06,4.0150561768e-06,0.000611799402017,0.0002633409402648,0.0003484584617521,1,0,0,958,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
11,6,5,82165.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
92,52,40,111946575.0,0.7692307692307693,0,0,53,92,0,0,0,0,0,0,0,0,4.73440120879089e-07,2.322536442048361e-07,2.411864766742529e-07,4.62274080292e-05,7.7179672535e-06,3.85094407756e-05,4,4,0,45,0,0,0,0,3,3,3,0,0.0,0,0,0.0,0,0,5,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
44,21,23,118843342.0,1.0952380952380951,0,0,23,44,0,0,0,0,0,0,0,0,1.9353208697210825e-07,9.255882420405177e-08,1.0097326276805645e-07,2.89961552915e-05,3.7360107224e-06,2.52601445691e-05,5,4,0,14,2,0,0,0,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
1695,954,741,119793890.0,0.7767295597484277,0,0,957,1695,0,0,0,0,0,0,0,0,7.9887212945e-06,3.9901868116e-06,3.9985344828e-06,0.0006110495284859,0.000263352329572,0.0003476971989139,0,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
2,1,1,0.0,1.0,0,0,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0,2,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
11,6,5,9209.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
47,24,23,118586386.0,0.9583333333333334,0,0,25,47,0,0,0,0,0,0,0,0,2.1081677959222065e-07,1.0119205420426593e-07,1.0962472538795473e-07,3.92793823736e-05,3.01046361257e-05,9.1747462478e-06,4,4,0,17,2,0,0,0,0,0,0,7,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
1633,956,677,119761566.0,0.7081589958158996,0,0,957,1633,0,0,0,0,0,0,0,0,7.9908774739e-06,3.9912637748e-06,3.9996136991e-06,0.0006112144525565,0.0002634234091427,0.0003477910434137,0,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
122,63,59,118410716.0,0.9365079365079364,0,0,65,122,0,0,0,0,0,0,0,0,5.489368039966924e-07,2.7024581119837165e-07,2.786909927983208e-07,5.6363141998e-05,4.70227711485e-05,9.3403708495e-06,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
1713,945,768,119763648.0,0.8126984126984127,0,0,964,1713,0,0,0,0,0,0,0,0,8.049187012e-06,3.9911943898e-06,4.0579926222e-06,0.0006162888425041,0.000263418829727,0.0003528700127771,0,0,0,964,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
11,6,5,21595.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
11,6,5,5844.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
1704,957,747,119962273.0,0.780564263322884,0,0,958,1704,0,0,0,0,0,0,0,0,7.9858440161e-06,3.992922008e-06,3.992922008e-06,0.0006107420121991,0.0002635328525327,0.0003472091596663,0,0,0,958,480,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
1727,950,777,119792846.0,0.8178947368421052,0,0,961,1727,0,0,0,0,0,0,0,0,8.0221818922e-06,3.9902215863e-06,4.0319603058e-06,0.0006139598686886,0.0002633546246993,0.0003506052439892,0,0,0,961,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
60,30,30,103887311.0,1.0,3,0,28,58,0,0,0,0,1,0,0,0,2.502711808567266e-07,1.1550977578002765e-07,1.3476140507669892e-07,3.24197437355e-05,8.6632331835e-06,2.3756510552e-05,3,3,0,20,1,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
115,58,57,117465082.0,0.9827586206896552,0,0,59,115,0,0,0,0,0,0,0,0,5.022769234520264e-07,2.468818776289621e-07,2.5539504582306424e-07,5.09768511462e-05,4.21146430562e-05,8.86220809e-06,5,4,0,50,0,0,0,0,3,4,3,0,0.0,0,0,0.0,0,0,7,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
2,1,1,0.0,1.0,0,0,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0,2,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
107,51,56,117066480.0,1.0980392156862746,0,0,56,107,0,0,0,0,0,0,0,0,4.783606716457179e-07,2.3918033582285894e-07,2.3918033582285894e-07,4.89807159145e-05,4.01395856439e-05,8.8411302705e-06,5,4,0,47,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,7,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
52,26,26,109152189.0,1.0,0,0,27,52,0,0,0,0,0,0,0,0,2.473610492593969e-07,1.1909976445822813e-07,1.2826128480116877e-07,4.28209460829e-05,3.27615967463e-05,1.00593493365e-05,5,5,0,17,2,0,0,0,0,0,0,7,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
11,6,5,5164.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
48,24,24,107276784.0,1.0,0,0,25,48,0,0,0,0,0,0,0,0,2.330420345188573e-07,1.1186017656905153e-07,1.211818579498058e-07,4.34203918715e-05,3.32784025292e-05,1.01419893422e-05,4,4,0,17,2,0,0,0,0,0,0,7,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
4,2,2,260896.0,1.0,3,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
88,41,47,119932342.0,1.146341463414634,0,0,50,88,0,0,0,0,0,0,0,0,4.169017228063469e-07,1.7509872357866572e-07,2.418029992276812e-07,4.15734397982e-05,2.76906124287e-05,1.38828273694e-05,5,4,0,41,0,0,0,0,3,11,3,0,0.0,0,0,0.0,0,0,5,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
1757,953,804,119803104.0,0.8436516264428122,0,0,958,1757,0,0,0,0,0,0,0,0,7.9964539149e-06,3.9898799283e-06,4.0065739865e-06,0.0006117287244911,0.0002633320752691,0.000348396649222,0,0,0,958,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
48,20,28,109840481.0,1.4,0,0,28,48,0,0,0,0,0,0,0,0,2.549151255082359e-07,9.104111625294141e-08,1.6387400925529452e-07,6.20900412845e-05,3.4049377478e-06,5.86851035366e-05,5,4,0,19,2,0,0,0,0,0,0,11,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
11,6,5,14443.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
1733,955,778,119744639.0,0.8146596858638744,0,0,958,1733,0,0,0,0,0,0,0,0,8.0003581621e-06,3.9918279765e-06,4.0085301856e-06,0.0006120273994061,0.0002634606464511,0.000348566752955,0,0,0,958,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
1705,952,753,119858479.0,0.7909663865546218,0,0,959,1705,0,0,0,0,0,0,0,0,8.0011027004e-06,3.988036591e-06,4.0130661094e-06,0.0006121719598994,0.0002632104150095,0.0003489615448899,0,0,0,959,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
44,18,26,68632652.0,1.4444444444444444,3,0,24,42,0,0,0,0,2,0,0,0,3.05976811153968e-07,1.1656259472532113e-07,1.8941421642864681e-07,8.04573310091e-05,1.24721976356e-05,6.79851333735e-05,1,1,0,19,0,0,0,0,0,0,0,8,80.0,90,10,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
41,20,21,104883168.0,1.05,0,0,21,41,0,0,0,0,0,0,0,0,2.002227850325803e-07,9.534418334884773e-08,1.0487860168373253e-07,2.6677302501e-05,3.5468036205e-06,2.31304988804e-05,5,4,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
41,20,21,105194855.0,1.05,0,0,21,41,0,0,0,0,0,0,0,0,1.9962953511367082e-07,9.506168338746225e-08,1.0456785172620849e-07,2.66362836851e-05,3.5553069586e-06,2.30809767264e-05,5,4,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
125,65,60,113712360.0,0.9230769230769232,0,0,67,125,0,0,0,0,0,0,0,0,5.892059579099405e-07,2.902059195675827e-07,2.9900003834235785e-07,5.96768900056e-05,4.94757122268e-05,1.02011777787e-05,6,5,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
33,11,22,46847148.0,2.0,3,0,20,31,0,0,0,0,1,0,0,0,3.8422829923392564e-07,1.0673008312053489e-07,2.774982161133908e-07,0.0001254291936832,1.36187586061e-05,0.000111810435077,0,0,0,18,0,0,0,0,0,0,0,9,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
1702,950,752,119859039.0,0.791578947368421,0,0,958,1702,0,0,0,0,0,0,0,0,7.9927221842e-06,3.9880179583e-06,4.0047042259e-06,0.0006114432470962,0.0002632091852496,0.0003482340618465,0,0,0,958,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
124,62,62,108922342.0,1.0,0,0,65,124,0,0,0,0,0,0,0,0,5.96755438842841e-07,2.9378729296878325e-07,3.029681458740577e-07,6.17136932292e-05,5.13393294462e-05,1.03743637829e-05,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
11,6,5,23698.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
125,61,64,110019101.0,1.0491803278688523,0,0,65,125,0,0,0,0,0,0,0,0,5.90806500045842e-07,2.90858584637953e-07,2.999479154078891e-07,6.2498238374e-05,1.04345517238e-05,5.20636866501e-05,4,4,0,57,0,0,0,0,4,5,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
52,26,26,119378005.0,1.0,0,0,27,52,0,0,0,0,0,0,0,0,2.2617231708638453e-07,1.0889778230085181e-07,1.1727453478553273e-07,3.91529411133e-05,2.99552668852e-05,9.1976742281e-06,5,5,0,17,2,0,0,0,0,0,0,7,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
11,6,5,4123.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
1708,955,753,119839087.0,0.7884816753926701,0,0,956,1708,0,0,0,0,0,0,0,0,7.9773638462e-06,3.9886819231e-06,3.9886819231e-06,0.0006100930992573,0.0002632530069258,0.0003468400923314,0,0,0,956,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
11,6,5,4201.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
11,6,5,10378.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
5,2,3,51929040.0,1.5,0,0,3,5,0,0,0,0,0,0,0,0,5.7771143082945494e-08,3.8514095388630334e-08,1.9257047694315163e-08,6.4703680252e-06,4.3135786835e-06,2.1567893417e-06,0,0,0,3,0,0,0,0,0,3,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
90,48,42,107759263.0,0.875,0,0,49,90,0,0,0,0,0,0,0,0,4.54717289593935e-07,2.134387277685817e-07,2.412785618253533e-07,4.85062708715e-05,7.6745142549e-06,4.08317566165e-05,5,4,0,40,0,0,0,0,3,4,3,0,0.0,0,0,0.0,0,0,7,0.0,0.0,0.1666666666666666,1,0,cyberattack_ocpp16_doc_idtag
143,73,70,113505027.0,0.958904109589041,0,0,74,143,0,0,0,0,0,0,0,0,6.519535033457153e-07,3.2597675167285765e-07,3.2597675167285765e-07,7.48336899651e-05,1.07396124402e-05,6.40940775248e-05,4,4,0,66,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,11,0.0,0.0,0.1,1,0,cyberattack_ocpp16_doc_idtag
2,1,1,0.0,1.0,0,0,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0,2,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
48,23,25,117708478.0,1.0869565217391304,0,0,25,48,0,0,0,0,0,0,0,0,2.1238911949910693e-07,1.0194677735957133e-07,1.1044234213953566e-07,2.94116452682e-05,3.8569864101e-06,2.55546588581e-05,6,5,0,14,2,0,0,0,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
7,3,4,2204162.0,1.3333333333333333,0,0,3,7,0,0,0,0,0,0,0,0,1.3610614827e-06,9.073743218511162e-07,4.536871609255581e-07,0.0011777718697627,0.0009173554393914,0.0002604164303712,0,0,0,3,0,0,0,0,0,0,0,2,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
129,64,65,110452699.0,1.015625,0,0,65,129,0,0,0,0,0,0,0,0,5.884872039206576e-07,2.897167773147852e-07,2.987704266058723e-07,6.08586305346e-05,5.06280068357e-05,1.02306236989e-05,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
40,20,20,102629998.0,1.0,0,0,21,40,0,0,0,0,0,0,0,0,2.0461853658030865e-07,9.743739837157553e-08,1.071811382087331e-07,2.72629840643e-05,3.6246712194e-06,2.36383128449e-05,5,4,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
128,64,64,106473275.0,1.0,0,0,65,128,0,0,0,0,0,0,0,0,6.104818321780748e-07,3.0054490199535986e-07,3.099369301827149e-07,6.31332134754e-05,5.25202216236e-05,1.06129918517e-05,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
43,21,22,117648892.0,1.0476190476190477,0,0,22,43,0,0,0,0,0,0,0,0,1.8699708621140265e-07,9.349854310570133e-08,9.349854310570133e-08,2.95200400187e-05,3.7739411944e-06,2.57460988242e-05,4,3,0,15,3,0,0,0,0,0,0,5,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
46,17,29,99816820.0,1.7058823529411764,3,0,27,44,0,0,0,0,1,0,0,0,2.504587904122773e-07,9.01651645484198e-08,1.602936258638574e-07,7.17013425192e-05,7.6640389866e-06,6.40373035326e-05,2,1,0,22,1,0,0,0,0,0,0,11,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
1719,947,772,119829607.0,0.8152059134107709,0,0,960,1719,0,0,0,0,0,0,0,0,8.0113756861e-06,3.988997477e-06,4.022378209e-06,0.0006123695290096,0.0002632738334859,0.0003490956955237,1,0,0,959,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
120,57,63,107230540.0,1.105263157894737,0,0,63,120,0,0,0,0,0,0,0,0,5.875191899621135e-07,2.890967442670717e-07,2.984224456950417e-07,6.14377210074e-05,5.17203401195e-05,9.7173808879e-06,5,4,0,54,0,0,0,0,4,3,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
125,64,61,118795878.0,0.953125,0,0,65,125,0,0,0,0,0,0,0,0,5.471570318290001e-07,2.693696156696616e-07,2.777874161593385e-07,5.65844548916e-05,4.70723403382e-05,9.5121145533e-06,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
53,26,27,117237621.0,1.0384615384615383,0,0,27,53,0,0,0,0,0,0,0,0,2.303015002325917e-07,1.1088590751939601e-07,1.194155927131957e-07,3.49887686649e-05,4.4524956711e-06,3.05362729938e-05,6,5,0,16,2,0,0,0,0,0,0,6,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
127,63,64,104568795.0,1.0158730158730158,0,0,65,127,0,0,0,0,0,0,0,0,6.21600354101814e-07,3.060186358655085e-07,3.155817182363057e-07,6.57557543816e-05,1.09784185616e-05,5.47773358199e-05,4,4,0,57,0,0,0,0,4,5,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
125,62,63,119905669.0,1.0161290322580645,0,0,64,125,0,0,0,0,0,0,0,0,5.337529120495547e-07,2.6687645602477733e-07,2.6687645602477733e-07,5.60106962082e-05,4.66366606903e-05,9.3740355178e-06,4,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
1750,955,795,119758666.0,0.8324607329842932,0,0,958,1750,0,0,0,0,0,0,0,0,7.9994211024e-06,3.9913604248e-06,4.0080606776e-06,0.000611279354097,0.0002634297880372,0.0003478495660597,1,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
1726,953,773,119769956.0,0.8111227701993704,0,0,958,1726,0,0,0,0,0,0,0,0,7.9986670446e-06,3.990984183e-06,4.0076828616e-06,0.000611898028918,0.0002634049560809,0.000348493072837,0,0,0,958,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
32,11,21,54147861.0,1.9090909090909087,3,0,20,30,0,0,0,0,1,0,0,0,3.32423103472176e-07,9.233975096449333e-08,2.4008335250768264e-07,0.000108665418935,1.18564240238e-05,9.68089949111e-05,0,0,0,18,0,0,0,0,0,0,0,9,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
2,1,1,0.0,1.0,0,0,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
48,23,25,112875325.0,1.0869565217391304,0,0,25,48,0,0,0,0,0,0,0,0,2.214833046992335e-07,1.0631198625563205e-07,1.151713184436014e-07,3.06710080347e-05,4.0221368133e-06,2.66488712214e-05,6,5,0,14,2,0,0,0,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
1632,956,676,119808425.0,0.7071129707112971,0,0,957,1632,0,0,0,0,0,0,0,0,7.9877521134e-06,3.9897027275e-06,3.9980493859e-06,0.0006109753967636,0.000263320380015,0.0003476550167486,0,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
101,54,47,114785603.0,0.8703703703703703,0,0,55,101,0,0,0,0,0,0,0,0,4.791541670953282e-07,2.3522113657407018e-07,2.43933030521258e-07,4.80373832247e-05,7.8668402343e-06,4.01705429904e-05,4,4,0,47,0,0,0,0,3,3,3,0,0.0,0,0,0.0,0,0,6,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
128,64,64,111463812.0,1.0,3,0,62,126,0,0,0,0,1,0,0,0,5.382912976276104e-07,2.691456488138052e-07,2.691456488138052e-07,6.80489915417e-05,5.88352388306e-05,9.213752711e-06,3,3,0,54,0,0,0,0,1,4,0,0,0.0,0,0,0.0,0,0,10,0.0,0.0,27.11111111111111,34,22,normal
11,6,5,10857.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
1715,956,759,119776846.0,0.7939330543933054,0,0,957,1715,0,0,0,0,0,0,0,0,7.9898580732e-06,3.9907546071e-06,3.9991034661e-06,0.000611136479583,0.0002633898040694,0.0003477466755135,0,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
11,6,5,16420.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
11,6,5,6842.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
1710,942,768,119793300.0,0.8152866242038217,0,0,966,1710,0,0,0,0,0,0,0,0,8.0638900506e-06,3.9902064639e-06,4.0736835866e-06,0.0006175887967023,0.0002633536266218,0.0003542351700804,0,0,0,966,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
1682,956,726,119760168.0,0.7594142259414226,0,0,957,1682,0,0,0,0,0,0,0,0,7.9909707541e-06,3.9913103662e-06,3.9996603879e-06,0.0006112215874647,0.0002634264841712,0.0003477951032934,0,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
92,41,51,118333306.0,1.2439024390243902,0,0,51,92,0,0,0,0,0,0,0,0,4.3098601504465697e-07,2.1126765443365538e-07,2.1971836061100162e-07,4.38676157666e-05,3.65239520984e-05,7.3436636681e-06,5,4,0,42,0,0,0,0,3,3,3,0,0.0,0,0,0.0,0,0,6,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
